time(s):3000

task_number:90

edge_number:10

limit:10

task information:
req_u2e_size:270000
process_loading:1080000
req_e2u_size:96

Episode:  0 Reward: 191893###  r_var: 1.00 b_var: 1.00 
Episode:165 Reward: 197584###  r_var: 0.49 b_var: 0.49 
Episode:166 Reward: 197516###  r_var: 0.49 b_var: 0.49 
Episode:167 Reward: 197469###  r_var: 0.49 b_var: 0.49 
Episode:168 Reward: 197639###  r_var: 0.47 b_var: 0.47 
Episode:169 Reward: 196410###  r_var: 0.47 b_var: 0.47 
Episode:170 Reward: 196783###  r_var: 0.47 b_var: 0.47 
Episode:171 Reward: 196703###  r_var: 0.47 b_var: 0.47 
Episode:172 Reward: 197638###  r_var: 0.47 b_var: 0.47 
Episode:173 Reward: 196846###  r_var: 0.47 b_var: 0.47 
Episode:174 Reward: 196832###  r_var: 0.47 b_var: 0.47 
Episode:175 Reward: 196814###  r_var: 0.47 b_var: 0.47 
Episode:176 Reward: 198085###  r_var: 0.47 b_var: 0.47 
Episode:177 Reward: 197489###  r_var: 0.47 b_var: 0.47 
Episode:178 Reward: 197067###  r_var: 0.47 b_var: 0.47 
Episode:179 Reward: 197847###  r_var: 0.47 b_var: 0.47 
Episode:180 Reward: 197541###  r_var: 0.46 b_var: 0.46 
Episode:181 Reward: 196919###  r_var: 0.46 b_var: 0.46 
Episode:182 Reward: 197162###  r_var: 0.46 b_var: 0.46 
Episode:183 Reward: 196690###  r_var: 0.46 b_var: 0.46 
Episode:184 Reward: 197566###  r_var: 0.46 b_var: 0.46 
Episode:185 Reward: 198243###  r_var: 0.46 b_var: 0.46 
Episode:186 Reward: 198136###  r_var: 0.46 b_var: 0.46 
Episode:187 Reward: 196123###  r_var: 0.44 b_var: 0.44 
Episode:188 Reward: 198418###  r_var: 0.44 b_var: 0.44 
Episode:189 Reward: 198436###  r_var: 0.44 b_var: 0.44 
Episode:190 Reward: 197601###  r_var: 0.44 b_var: 0.44 
